title,url,description,category,rating,isHighlighted
"Build your own octocat","https://myoctocat.com/build-your-octocat/","","GitHub",5,false
"Bitmoji","https://www.bitmoji.com/stickers/","","Fun",0,false
"All IP ranges used by GitHub Actions runners","https://api.github.com/meta","","GitHub",5,true
"OIDC - Scripting Azure Ready GitHub Repository","https://techwatching.dev/posts/scripting-azure-ready-github-repository","","GitHub",0,false
"Find resource providers by Azure services","https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/azure-services-resource-providers","","Governance",0,false
"AzAdvertizer","https://www.azadvertizer.net/","","Governance",0,false
"Continuous Cloud Optimization (CCO)","https://github.com/Azure/ccodashboard","","Governance",0,false
"AzureSecurityCenterInventory","https://github.com/ASCI","","Governance",0,false
"Azure Resource Inventory (ARI)","https://github.com/microsoft/ARI","","Governance",0,false
"New (diagrams.net) diagram","https://powershell.today/2022/02/new-diagrams.net-diagram/","","Governance",0,false
"Azure Raci toolkit","https://github.com/jkstant/AzureRACIToolkit","","Governance",0,false
"Azure Naming Tool","https://github.com/microsoft/CloudAdoptionFramework/tree/master/ready/AzNamingTool","","Governance",0,false
"Azure Periodic Table of Resource Naming Convention","https://www.azureperiodictable.com/","","Governance",0,false
"Remove Unauthorized Role Assignments","https://github.com/basvanbennekommsft/Blog-Posts/tree/main/Use%20Azure%20Functions%20to%20remove%20Unauthorized%20Role%20Assignments","","Governance",0,false
"KQL - threat hunting hub","https://github.com/LearningKijo/KQL","","KQL",0,false
"Microsoft Kusto Detective Agency Contest","https://detective.kusto.io/","","KQL",0,false
"Azure Geographies and regions","https://azure.microsoft.com/en-us/global-infrastructure/geographies/","","BCDR",0,false
"Azure cross regions replication","https://docs.microsoft.com/en-us/azure/availability-zones/cross-region-replication-azure","","BCDR",0,false
"Azure regions and availability zones","https://docs.microsoft.com/en-us/learn/modules/azure-architecture-fundamentals/regions-availability-zones","","BCDR",0,false
"Azure Business Continuity Guide","https://github.com/Azure/BusinessContinuityGuide/releases","","BCDR",0,false
"Resilience in Azure","https://azure.microsoft.com/mediahandler/files/resourcefiles/resilience-in-azure-whitepaper/Resilience%20in%20Azure.pdf","","BCDR",0,false
"Reliability with Microsoft Azure Infographic","https://azure.microsoft.com/mediahandler/files/resourcefiles/infographic-reliability-with-microsoft-azure/InfographicRC2.pdf","","BCDR",0,false
"Azure Updates","https://azure.microsoft.com/en-us/updates/","","Infos",0,false
"Azure Info Hub","https://azureinfohub.azurewebsites.net/","","Infos",0,false
"AzureFeeds","https://azurefeeds.com/","","Infos",0,false
"Microsoft Blogs by products","https://techcommunity.microsoft.com/Blogs","","Infos",0,false
"Securing Azure Lighthouse with Azure Policy and PIM","https://securecloud.blog/2020/11/13/securing-azure-lighthouse-with-azure-policy-and-azure-privileged-identity-management-for-msps-and-customers/","","LightHouse",0,false
"Azure Mask","https://github.com/clarkio/azure-mask","","Tools",0,false
"Az Mask Chrome Extension","https://chromewebstore.google.com/detail/az-mask/amobeamdmdnloajcaiomgegpakjdiacm?hl=en-US","","Misc",0,false
"Raspberry Simulator for IOT Hub","https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-raspberry-pi-web-simulator-get-started","","IoT",0,false
"Nuage de mots","https://nuagedemots.co/","","Misc",0,false
"Code Error","https://login.microsoftonline.com/error","","Misc",0,false
"quickref cheatsheets and quick references","https://quickref.me/","","Misc",0,false
"https://cheatography.com/","https://cheatography.com/","","Misc",0,false
"Azure serverless community library","https://www.serverlesslibrary.net/","","Misc",0,false
"https://www.bullshitor.com/","https://www.bullshitor.com/","","Fun",0,false
"https://quozio.com/","https://quozio.com/","","Quotes",0,false
"Migration Execution Guide","https://github.com/Azure/migration","","Migration",0,false
"Network-segmentation-cheat-sheet","https://github.com/sergiomarotco/","","Network",0,false
"trippy.rs (Network Diag Tool)","https://trippy.rs/","","Network",0,false
"Terraform policies as code repo","https://github.com/globalbao/azure-policy-as-code/tree/main","","Policies",0,false
"Azure Policy Resource Lock","https://jeffbrown.tech/azure-policy-resource-lock/","","Policies",0,false
"Azure Preview portal","https://preview.portal.azure.com/","","Portals",0,false
"Azure RC portal","https://rc.portal.azure.com/","","Portals",0,false
"Microsoft portals","https://www.nuno-silva.net/microsoft-365-portals","","Portals",0,false
"Microsoft portals 2","https://www.moderndeployment.com/microsoft-azure-management-urls/","","Portals",0,false
"Azure portals 3","https://cmd.ms/","","Portals",0,false
"Microsoft Administrator Portals","https://msportals.io/","","Portals",0,false
"MyApps","https://myapps.microsoft.com/","","Portals",0,false
"Azure Cloud Shell Web","https://shell.azure.com/","","Portals",0,false
"Gain insights into your Azure role assignments on subscription level","https://codewithme.cloud/posts/2023/08/list-azure-role-assignments-with-powershell/","","Powershell",0,false
"Azure NVA Redundancy Part I","https://nwktimes.blogspot.com/2023/05/azure-nva-redundancy-part-I.html","","Routing and NVA",0,false
"Connect Azure with On-Prem Network Part 1","https://anktsrkr.github.io/post/connect-azure-with-your-on-prem-network-part-1/","","Routing and NVA",0,false
"Enabling Direct On-Prem Site Access to Azure Private VMSS Resources via Internal Load Balancer","https://medium.com/@andragabr/enabling-direct-onprem-site-access-to-azure-private-vmss-resources-via-internal-load-balancer-a-118f13f4ca18","","Routing and NVA",0,false
"Azure Charts","https://azurecharts.com/","","Services",5,true
"Azure Periodic table","https://azureperiodic.data3.com/","","Services",0,false
"Azure Services io","https://azureservices.io/","","Services",0,false
"Azure Deprecation DashBoard","https://github.com/azure-deprecation/dashboard/issues","","Services",0,false
"Azure Charts Deprecations","https://azurecharts.com/timeboards/deprecations","","Services",0,false
"Azure Charts Arrivals","https://azurecharts.com/timeboards/arrivals","","Services",0,false
"Azure Status","https://status.azure.com/","","Infos",0,false
"New Azure Status","https://azure.status.microsoft/en-us/status","","Infos",0,false
"Azure Infrastructure Map","https://infrastructuremap.microsoft.com/","","Services",5,true
"Azure Speed Test 2.0","http://azurespeedtest.azurewebsites.net/","","Latency",0,false
"SLA for Azure services","https://azure.microsoft.com/en-us/support/legal/sla/summary/","","Services",0,false
"SLA Calculator","https://uptime.is/","","Services",0,false
"Official Microsoft Azure Cloud and AI Symbol / Icon Set - SVG","https://www.microsoft.com/en-us/download/details.aspx?id=41937","","Stencils and icons",5,true
"sandroasp Icon Set","https://github.com/sandroasp/Microsoft-Integration-and-Azure-Stencils-Pack-for-Visio/tree/master/Azure","","Stencils and icons",5,true
"Azure Docs collection","http://code.benco.io/icon-collection/azure-docs/","","Stencils and icons",5,true
"Azure Icons collection","http://code.benco.io/icon-collection/azure-icons/","","Stencils and icons",5,true
"Azure Patterns collection","http://code.benco.io/icon-collection/azure-patterns/","","Stencils and icons",5,true
"Azure cds Collection","http://code.benco.io/icon-collection/azure-cds/","","Stencils and icons",5,true
"ContentCollateral","https://github.com/mrpaulandrew/ContentCollateral","","Stencils and icons",0,false
"Azure Icons Libraries for Diagrams.net (Draw.io)","https://pacodelacruz.io/azure-icons-library-diagrams-net","","Stencils and icons",0,false
"Azure architecture SVG icons","https://learn.microsoft.com/en-us/azure/architecture/icons/","","Stencils and icons",0,false
"Diagram as code","https://irom.info/blog/2023/09/04/diagrams-as-code","","Stencils and icons",0,false
"Azure Design Studio","https://github.com/chunliu/AzureDesignStudio","","Stencils and icons",0,false
"Azure glyphs and icons","https://azure.microsoft.com/en-us/patterns/styles/glyphs-icons/","","Stencils and icons",0,false
"Draw.io Azure infrastructure diagrams","https://techcommunity.microsoft.com/t5/microsoft-developer-community/draw-io-azure-infrastructure-diagrams-through-code-like-an/ba-p/4071316","","Stencils and icons",0,false
"Microsoft Emissions Impact Dashboard","https://azure.microsoft.com/es-es/blog/empowering-cloud-sustainability-with-the-microsoft-emissions-impact-dashboard/","","Sustainability",0,false
"Azure Support plans","https://azure.microsoft.com/en-us/support/plans/","","Support",0,false
"Azure community support","https://docs.microsoft.com/en-us/answers/products/azure?product=all","","Support",0,false
"Azure feedback","https://feedback.azure.com/d365community","","Support",0,false
"Tag support for Azure resources","https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-support","","Tags",0,false
"Taggable resources","https://github.com/tfitzmac/resource-capabilities/blob/main/tag-support.csv","","Tags",0,false
"Develop your naming and tagging strategy for Azure resources","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-naming","","Tags",0,false
"Naming and tagging conventions tracking template","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/resources/tools-templates#ready","","Tags",0,false
"How to tag your resources on AWS / GCP / Azure","https://lota.cloud/en/bien-taguer/","","Tags",0,false
"Azure terraform-azurerm-caf-enterprise-scale","https://github.com/Azure/terraform-azurerm-caf-enterprise-scale/wiki","","Terraform",0,false
"Azure caf-terraform-landingzones","https://github.com/azure/caf-terraform-landingzones","","Terraform",0,false
"Terraform from 0 to hero","https://techblog.flaviusdinu.com/terraform-from-0-to-hero-0-i-like-to-start-counting-from-0-maybe-i-enjoy-lists-too-much-72cd0b86ebcd","","Terraform",0,false
"azure-network-terraform","https://github.com/kaysalawu/azure-network-terraform","","Terraform",0,false
"Infracost","https://www.infracost.io/","","Terraform",0,false
"Johan Vanneuville Azure-Terraform","https://github.com/JohanVanneuville/Azure-Terraform","","Terraform",0,false
"Terraform and Azure DevOps pipelines","https://build5nines.com/deploy-terraform-using-azure-devops-yaml-pipelines/","","Terraform",0,false
"Terraform labs","https://github.com/letmetechyou/terraform","","Terraform",0,false
"How to run PowerShell scripts on Azure VMs with Terraform","https://techcommunity.microsoft.com/t5/itops-talk-blog/how-to-run-powershell-scripts-on-azure-vms-with-terraform/ba-p/3827573","","Terraform",0,false
"Deploying terraform-azure-vnet-hub-spoke","https://www.jorgebernhardt.com/terraform-azure-vnet-hub-spoke/","","Terraform",0,false
"Deploying azurefirewall-hub-spoke-demo","https://github.com/mddazure/azurefirewall-hub-spoke-demo","","Terraform",0,false
"Firewall As Code","https://gitlab.com/VincentMisson/firewall-as-code","","Network",5,true
"Azure VM sizes","https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-general","","VMs",0,false
"Start / Stop VMs 2","https://github.com/tomasrudh/AutoShutdownSchedule#automation-account-configuration","","VMs",0,false
"Virtual machines selector","https://azure.microsoft.com/en-us/pricing/vm-selector/","","VMs",0,false
"Automanage Machine Configuration","https://github.com/HolgerWache/MachineConfiguration","","VMs",0,false
"vmssdashboard","https://github.com/gbowerman/vmssdashboard","","Virtual Machines Scale Set",0,false
"asciivmssdashboard","https://github.com/msleal/asciivmssdashboard","","Virtual Machines Scale Set",0,false
"jsoncrack","https://jsoncrack.com/","","Web",0,false
"CSS Tree exemple","https://onaircode.com/html-css-tree-view-examples/","","Web",0,false
"Theorie en 10mn - Interconnexion de Microsoft Azure avec le monde exterieur","https://www.youtube.com/watch?v=xNRI2hScrcw","","Youtube",0,false
"Emoji Cheat Sheet","https://www.webfx.com/tools/emoji-cheat-sheet","","Stencils and icons",0,false
"Microsoft 365 roadmap","https://www.microsoft.com/fr-fr/microsoft-365/roadmap","","M365",0,false
"ClassyMail Public","https://github.com/olivMertens/ClassyMail","About
AI-powered email classification pipeline with Mistral OCR, multi-model classification, RAG chatbot Built on Azure with Microsoft Agent Framework.","AI",0,false
"Google page speed","https://pagespeed.web.dev/","","SEO",0,false
"https://www.opengraph.xyz","https://www.opengraph.xyz/","","SEO",0,false
"https://developers.facebook.com/tools/debug/","https://developers.facebook.com/tools/debug/","","SEO",0,false
"https://kubelearn.yoparchi.fr/","https://kubelearn.yoparchi.fr/","","AKS - Kube",0,false
"ODIN","https://azure.github.io/odinforazurelocal/","","Azure Local",5,true
"https://az-scout.com/","https://az-scout.com/","","Cloud Services",5,true
"https://msdocstracker.com/","https://msdocstracker.com/","","Doc tracker",0,false
"https://awesome-copilot.github.com/","https://awesome-copilot.github.com/","","AI Skills",5,true
"https://www.opensiem-deployer.com/siem-sizing","https://www.opensiem-deployer.com/siem-sizing","","SIEM",5,true
"https://github.com/matthansen0/azure-enterprise-edge-lab","https://github.com/matthansen0/azure-enterprise-edge-lab","","New",0,false
"https://www.ptucalc.com/","https://www.ptucalc.com/","","AI",0,false
"Microsoft Certification Poster 2","https://learn.microsoft.com/en-us/credentials/","","Certifications",0,false
"NetBox IPAM","https://github.com/netbox-community/netbox","","IPAM",0,false
"Azure services limits","https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/azure-subscription-service-limits","","Architecture",0,false
"Doom Web","https://www.emaxilde.net/assets/games/doom/doom.html","","Fun",0,false
"Official draw.io MCP Server","https://github.com/jgraph/drawio-mcp","","MCP Servers",0,false
"drawio-docker-mcp-server","https://www.linkedin.com/pulse/make-your-life-azure-solution-architect-easier-drawio-pardali-lptef/","","MCP Servers",0,false
"MS Learn Official MCP","https://learn.microsoft.com/api/mcp","","MCP Servers",0,false
"Just ETF","https://www.justetf.com/","","Trading",0,false
"coinmarketcap","https://coinmarketcap.com/","","Trading",0,false
"https://www.viewstats.com/","https://www.viewstats.com/","Youtube Analytics","SEO",5,true
"Pixverse","https://app.pixverse.ai/","","AI Video",5,true
"https://www.genmo.ai/","https://www.genmo.ai/","","AI Video",5,true
"https://openart.ai/","https://openart.ai/","","AI Video",0,false
"https://leonardo.ai/","https://leonardo.ai/","","AI Video",0,false
"https://ytlarge.com/","https://ytlarge.com/","","SEO",0,false
"https://socialblade.com/","https://socialblade.com/","","SEO",0,false
"https://huggingface.co/","https://huggingface.co/","","AI",5,true
"https://app.lumalabs.ai/","https://app.lumalabs.ai/","","AI Video",5,true
"https://github.com/elder-plinius","https://github.com/elder-plinius","","AI",5,true
"https://app.napkin.ai/","https://app.napkin.ai/","","Visuals",0,false
"https://clarity.microsoft.com/","https://clarity.microsoft.com/","","SEO",0,false
"https://workout.cool/","https://workout.cool/","","Fitness",0,false
"https://jitter.video/","https://jitter.video/","","Visuals",5,true
"https://neuralwriter.com/","https://neuralwriter.com/","","AI",0,false
"https://www.mindvideo.ai/","https://www.mindvideo.ai/","","AI Video",5,true
"https://slowroads.io/","https://slowroads.io/","","Fun",5,true
"https://app.steve.ai/","https://app.steve.ai/","","AI Video",5,true
"https://gamma.app/prompts","https://gamma.app/prompts","","AI",5,true
"https://murf.ai/","https://murf.ai/","","AI Voice",0,false
"Git Hub spec-kit","https://github.com/github/spec-kit","","AI",0,false
"https://adstuart.github.io/cloud-networking-compared/","https://adstuart.github.io/cloud-networking-compared/","","Cloud Services",5,true
"https://getstencil.com","https://getstencil.com/","","Quotes",0,false
"https://www.cyberpunkachien.fr/","https://www.cyberpunkachien.fr/","","New",0,false
"https://tabby.tabbyml.com/docs/welcome/","https://tabby.tabbyml.com/docs/welcome/","Tabby is an open-source, self-hosted AI coding assistant.","AI",0,false
"https://github.com/merill/microsoft-info/","https://github.com/merill/microsoft-info/","","Entra Id",5,true
"https://github.com/securesloth/noCAP","https://github.com/securesloth/noCAP","","Security",0,false
"https://github.com/hatoo/oha","https://github.com/hatoo/oha","","New",0,false
"https://aidanfinn.com/","https://aidanfinn.com/","","New",0,false
"https://microsoft.github.io/Cybersecurity-jobs-skills-workshop/","https://microsoft.github.io/Cybersecurity-jobs-skills-workshop/","","Security",5,true
"https://networkpulse.fr/","https://networkpulse.fr/","","Network",0,false
"https://www.surveillancewatch.io/","https://www.surveillancewatch.io/","","Security",5,true
"https://www.worldmonitor.app/","https://www.worldmonitor.app/","","Security",5,true
"https://github.com/hacksider/Deep-Live-Cam","https://github.com/hacksider/Deep-Live-Cam","","AI Video",5,true
"https://zerotrust.microsoft.com/","https://zerotrust.microsoft.com/","","Security",5,true
"Iconer.app","https://Iconer.app","","Stencils and icons",0,false
"https://privacynex.org/","https://privacynex.org/","","Security",5,true
"https://excalidraw.com/","https://excalidraw.com/","","Stencils and icons",0,false
"https://iamtrail.com/","https://iamtrail.com/","","New",0,false
"https://www.azurekt.com/","https://www.azurekt.com/","","Certifications",5,true
"https://cristianedwards.github.io/AzLoFlows/","https://cristianedwards.github.io/AzLoFlows/","","Stencils and icons",5,true
"https://signalcockpit.com/","https://signalcockpit.com/","","Security",5,true
"https://it-tools.tech/","https://it-tools.tech/","","Tools",5,true
"https://offensive-intelligence.com/","https://offensive-intelligence.com/","","Security",0,false
"https://bamqam.com/","https://bamqam.com/","","Security",0,false
"https://www.iranmonitor.org/","https://www.iranmonitor.org/","","Security",0,false
"https://azurehacking.com/","https://azurehacking.com/","","Security",0,false
"https://techcommunity.microsoft.com/blog/azureinfrastructureblog/building-azure-right-a-practical-checklist-for-infrastructure-landing-zones/4409975","https://techcommunity.microsoft.com/blog/azureinfrastructureblog/building-azure-right-a-practical-checklist-for-infrastructure-landing-zones/4409975","","Architecture",5,true
"https://microsoft.github.io/mcs-labs/","https://microsoft.github.io/mcs-labs/","","Copilot",5,true
"https://guigui42.github.io/copilot-panorama/","https://guigui42.github.io/copilot-panorama/","","GitHub Copilot",5,true
"https://www.tinytooltown.com/","https://www.tinytooltown.com/","","Tools",5,true
"https://microsoft.github.io/vscode-website-videos/","https://microsoft.github.io/vscode-website-videos/","","VSCode",0,false
"https://azurecheatsheet.com/","https://azurecheatsheet.com/","","Tools",5,true
"https://promptintel.novahunting.ai/","https://promptintel.novahunting.ai/","","New",0,false
"https://gh.reichert.be/CIDRsplitter/","https://gh.reichert.be/CIDRsplitter/","","Network",5,true
"Lepipotron.com","http://www.lepipotron.com/","","Fun",0,false
"https://mrcwall.com/","https://mrcwall.com/","","Infos",0,true
"https://copilot-bulletins.github.io/","https://copilot-bulletins.github.io/","","GitHub Copilot",0,false
"https://msicons.com","https://msicons.com/","","New",0,false
"https://msdocstracker.com","https://msdocstracker.com/","","New",0,false
"https://msmessagecenter.com","https://msmessagecenter.com/","","New",0,false
"techurls.com","https://techurls.com/","","New",0,false
"https://www.skills.sh/","https://www.skills.sh/","","AI",5,true
"https://msadminroles.com/","https://msadminroles.com/","","RBAC",5,true
"github-copilot-sdk-remotion-studio","https://github.com/johnlokerse/github-copilot-sdk-remotion-studio","","AI Video",5,true
"https://impeccable.style/","https://impeccable.style/","","AI",5,false
"https://www.abondance.com/","https://www.abondance.com/","","SEO",0,false
"https://www.opus.pro/","https://www.opus.pro/","","AI Video",5,true
"https://undraw.co/","https://undraw.co/","","Stencils and icons",0,false
"https://www.geo-fs.com/","https://www.geo-fs.com/","","Fun",5,true
"https://www.mindluster.com/","https://www.mindluster.com/","","Certifications",0,false
"https://radio.garden/","https://radio.garden/","","Misc",0,false
"https://shortfy.io/","https://shortfy.io/","","AI Video",0,false
"https://www.razycut.io/","https://www.razycut.io/","","AI Video",0,false
"https://makerworld.com","https://makerworld.com","","3D Print",0,false
"https://www.aitmpl.com/","https://www.aitmpl.com/","","AI Skills",5,true
"https://skillsmp.com/","https://skillsmp.com/","","AI Skills",5,true
"https://www.skills.sh/","https://www.skills.sh/","","AI Skills",5,true
"https://mcpmarket.com/","https://mcpmarket.com/","","AI Skills",5,true
"https://neal.fun/","https://neal.fun/","https://neal.fun/","Fun",5,true
"https://github.com/Webba-Creative-Technologies/vice","https://github.com/Webba-Creative-Technologies/vice","","Security",5,true
"https://cortia.io/","https://cortia.io/","","AI Video",5,true
"https://higgsfield.ai/","https://higgsfield.ai/","","AI Video",5,true
"https://github.com/cloudchristoph/az-firewall-watch","https://github.com/cloudchristoph/az-firewall-watch","","Security",0,false
"https://github.com/simplifaisoul/osiris","https://github.com/simplifaisoul/osiris","","OSINT",0,false
"https://thiings.co/","https://thiings.co/","","Stencils and icons",0,false
"https://seostudio.tools/","https://seostudio.tools/","","SEO",0,false
"https://frenchbreaches.com/","https://frenchbreaches.com/","","Leak",0,false
"https://bonjourlafuite.eu.org/","https://bonjourlafuite.eu.org/","","Leak",0,false
"https://daily.entra.news/","https://daily.entra.news/","","Entra Id",0,false
"https://soloscope.fr/","https://soloscope.fr/","","Jobs",0,false
"https://blogit.michelin.io/","https://blogit.michelin.io/","","New",0,false
"https://blogit.michelin.io/azure-private-endpoints-implementation-at-scale-dns-deep-dive/","https://blogit.michelin.io/azure-private-endpoints-implementation-at-scale-dns-deep-dive/","","Network",0,false
"https://www.githubstatus.com/","https://www.githubstatus.com/","","New",0,false
"https://azdocswatch.vupti.me/","https://azdocswatch.vupti.me/","","New",0,false
